the_date,winner,loser,h2h_wins,h2h_share
2025-04-03,Verizon FWA,Spectrum,203.33333333333334,100.00000000000001
2025-04-03,Spectrum,T-Mobile FWA,160.0,100.0
2025-04-03,Comcast,T-Mobile FWA,159.0,100.0
2025-04-03,Frontier,Spectrum,140.0,100.0
2025-04-03,T-Mobile FWA,AT&T,135.66666666666666,100.0
2025-04-03,Spectrum,Frontier,124.0,100.0
2025-04-03,Spectrum,Cox Communications,102.66666666666667,100.00000000000001
2025-04-03,Comcast,Verizon,98.66666666666666,100.0
2025-04-03,Verizon,Comcast,98.33333333333333,99.99999999999999
2025-04-03,Frontier,Comcast,91.33333333333334,100.0
2025-04-03,Comcast,Cox Communications,88.66666666666667,100.00000000000001
2025-04-03,Comcast,CenturyLink,86.33333333333333,99.99999999999999
2025-04-03,Comcast,Frontier,86.0,100.0
2025-04-03,Spectrum,Verizon FWA,84.0,100.0
2025-04-03,T-Mobile FWA,Cox Communications,76.66666666666667,100.0
2025-04-03,Comcast,Verizon FWA,75.0,100.0
2025-04-03,Verizon FWA,AT&T,73.0,100.0
2025-04-03,AT&T,Cox Communications,68.0,100.0
2025-04-03,CenturyLink,Comcast,65.33333333333334,100.0
2025-04-03,Spectrum,Altice,63.0,100.0
2025-04-03,Cox Communications,Spectrum,62.0,100.0
2025-04-03,Altice,Spectrum,60.0,100.0
2025-04-03,Cox Communications,Comcast,58.333333333333336,100.0
2025-04-03,Spectrum,Verizon,57.0,100.0
2025-04-03,Verizon,Spectrum,55.0,100.0
2025-04-03,Spectrum,CenturyLink,54.0,100.0
2025-04-03,Brightspeed,Spectrum,53.0,100.0
2025-04-03,AT&T,T-Mobile FWA,52.0,100.0
2025-04-03,Spectrum,Windstream,49.0,100.0
2025-04-03,CenturyLink,Cox Communications,48.0,100.0
2025-04-03,Comcast,Altice,45.0,100.0
2025-04-03,Windstream,Spectrum,45.0,100.0
2025-04-03,Altice,Comcast,44.666666666666664,99.99999999999999
2025-04-03,Cox Communications,AT&T,43.0,100.0
2025-04-03,Verizon FWA,Cox Communications,43.0,100.0
2025-04-03,Comcast,Hotwire Fision,42.0,100.0
2025-04-03,Spectrum,Brightspeed,42.0,100.0
2025-04-03,Google Fiber,Spectrum,41.0,100.0
2025-04-03,CenturyLink,Spectrum,38.666666666666664,100.0
2025-04-03,Verizon FWA,T-Mobile FWA,37.0,100.0
2025-04-03,T-Mobile FWA,Frontier,36.0,100.0
2025-04-03,Verizon,Altice,36.0,100.0
2025-04-03,T-Mobile FWA,Altice,35.33333333333333,100.0
2025-04-03,T-Mobile FWA,Verizon,35.0,100.0
2025-04-03,T-Mobile FWA,Verizon FWA,35.0,100.0
2025-04-03,Frontier,AT&T,35.0,100.0
2025-04-03,T-Mobile FWA,CenturyLink,34.0,100.0
2025-04-03,Spectrum,Starlink,32.0,100.0
2025-04-03,Consolidated,Comcast,31.0,100.0
2025-04-03,TDS Telecom,Spectrum,30.0,100.0
2025-04-03,Metronet,Comcast,27.0,100.0
2025-04-03,Comcast,Atlantic Broadband,27.0,100.0
2025-04-03,Comcast,Starlink,27.0,100.0
2025-04-03,Altice,Verizon,26.333333333333336,100.0
2025-04-03,Brightspeed,Comcast,26.0,100.0
2025-04-03,Cable One,Spectrum,26.0,100.0
2025-04-03,Metronet,Spectrum,26.0,100.0
2025-04-03,Cox Communications,T-Mobile FWA,26.0,100.0
2025-04-03,Frontier,Altice,25.0,100.0
2025-04-03,Starlink,Spectrum,25.0,100.0
2025-04-03,Cox Communications,CenturyLink,24.333333333333336,100.0
2025-04-03,Spectrum,Hotwire Fision,24.0,100.0
2025-04-03,Verizon FWA,Frontier,24.0,100.0
2025-04-03,Verizon FWA,CenturyLink,24.0,100.0
2025-04-03,Verizon FWA,Verizon,24.0,100.0
2025-04-03,Verizon FWA,Windstream,24.0,100.0
2025-04-03,Comcast,Astound Broadband,23.0,100.0
2025-04-03,Altice,Frontier,23.0,100.0
2025-04-03,AT&T,Altice,23.0,100.0
2025-04-03,Cable One,Comcast,23.0,100.0
2025-04-03,Comcast,Windstream,22.0,100.0
2025-04-03,AT&T,Verizon FWA,22.0,100.0
2025-04-03,Astound Broadband,Comcast,22.0,100.0
2025-04-03,Astound Broadband,Spectrum,21.0,100.0
2025-04-03,Comcast,Google Fiber,21.0,100.0
2025-04-03,Atlantic Broadband,Spectrum,21.0,100.0
2025-04-03,WOW!,Spectrum,20.0,100.0
2025-04-03,Frontier,Cox Communications,20.0,100.0
2025-04-03,Consolidated,Spectrum,20.0,100.0
2025-04-03,Altice,T-Mobile FWA,20.0,100.0
2025-04-03,Verizon FWA,Altice,20.0,100.0
2025-04-03,Google Fiber,AT&T,19.0,100.0
2025-04-03,Spectrum,Google Fiber,19.0,100.0
2025-04-03,Windstream,Comcast,19.0,100.0
2025-04-03,Spectrum,Mediacom,19.0,100.0
2025-04-03,WOW!,Comcast,18.0,100.0
2025-04-03,Spectrum,Horry,18.0,100.0
2025-04-03,Verizon FWA,Brightspeed,18.0,100.0
2025-04-03,Comcast,WOW!,18.0,100.0
2025-04-03,AT&T,CenturyLink,18.0,100.0
2025-04-03,AT&T,Frontier,18.0,100.0
2025-04-03,Comcast,Cable One,18.0,100.0
2025-04-03,Spectrum,Cincinnati Bell,17.666666666666668,100.0
2025-04-03,Frontier,T-Mobile FWA,17.0,100.0
2025-04-03,Cable One,AT&T,17.0,100.0
2025-04-03,Mediacom,Spectrum,17.0,100.0
2025-04-03,AT&T,Cable One,17.0,100.0
2025-04-03,Altice,AT&T,16.0,100.0
2025-04-03,Spectrum,Hughes,16.0,100.0
2025-04-03,Spectrum,Consolidated,16.0,100.0
2025-04-03,Verizon FWA,Mediacom,16.0,100.0
2025-04-03,TDS Telecom,Comcast,16.0,100.0
2025-04-03,Spectrum,TDS Telecom,16.0,100.0
2025-04-03,T-Mobile FWA,Windstream,16.0,100.0
2025-04-03,Spectrum,Astound Broadband,16.0,100.0
2025-04-03,Cincinnati Bell,Spectrum,15.666666666666668,100.0
2025-04-03,Lumos,Spectrum,15.333333333333334,100.0
2025-04-03,Verizon,T-Mobile FWA,15.0,100.0
2025-04-03,Mediacom,AT&T,14.0,100.0
2025-04-03,T-Mobile FWA,Brightspeed,14.0,100.0
2025-04-03,Verizon,AT&T,14.0,100.0
2025-04-03,Comcast,TDS Telecom,14.0,100.0
2025-04-03,Comcast,Ziply Fiber,14.0,100.0
2025-04-03,Spectrum,WOW!,14.0,100.0
2025-04-03,CenturyLink,T-Mobile FWA,14.0,100.0
2025-04-03,Midcontinent,Spectrum,14.0,100.0
2025-04-03,Comcast,Consolidated,14.0,100.0
2025-04-03,T-Mobile FWA,Mediacom,14.0,100.0
2025-04-03,Comcast,Mediacom,14.0,100.0
2025-04-03,Google Fiber,Comcast,13.666666666666668,100.0
2025-04-03,Starlink,Comcast,13.0,100.0
2025-04-03,Cox Communications,Verizon,13.0,100.0
2025-04-03,Comcast,Service Electric,13.0,100.0
2025-04-03,Shentel,Comcast,13.0,100.0
2025-04-03,Spectrum,Atlantic Broadband,13.0,100.0
2025-04-03,Verizon,Cox Communications,13.0,100.0
2025-04-03,Spectrum,Metronet,13.0,100.0
2025-04-03,AT&T,Windstream,12.0,100.0
2025-04-03,Armstrong,Spectrum,12.0,100.0
2025-04-03,Mediacom,Comcast,12.0,100.0
2025-04-03,Verizon FWA,Cable One,12.0,100.0
2025-04-03,Verizon FWA,Astound Broadband,12.0,100.0
2025-04-03,Consolidated,Atlantic Broadband,12.0,100.0
2025-04-03,T-Mobile FWA,Cable One,12.0,100.0
2025-04-03,Comcast,Metronet,11.0,100.0
2025-04-03,Verizon,Frontier,11.0,100.0
2025-04-03,Ziply Fiber,Comcast,11.0,100.0
2025-04-03,Atlantic Broadband,Comcast,11.0,100.0
2025-04-03,Brightspeed,AT&T,11.0,100.0
2025-04-03,Cox Communications,Verizon FWA,11.0,100.0
2025-04-03,Service Electric,Comcast,11.0,100.0
2025-04-03,Frontier,Cable One,11.0,100.0
2025-04-03,AT&T,Mediacom,11.0,100.0
2025-04-03,Starlink,Frontier,11.0,100.0
2025-04-03,T-Mobile FWA,Astound Broadband,11.0,100.0
2025-04-03,Brightspeed,Altice,11.0,100.0
2025-04-03,Starlink,AT&T,11.0,100.0
2025-04-03,Comcast,C Spire Fiber,10.0,100.0
2025-04-03,CenturyLink,Cable One,10.0,100.0
2025-04-03,Cox Communications,Frontier,10.0,100.0
2025-04-03,AT&T,Verizon,10.0,100.0
2025-04-03,AT&T,Hotwire Fision,10.0,100.0
2025-04-03,Spectrum,Ziply Fiber,10.0,100.0
2025-04-03,GoNetspeed,Spectrum,10.0,100.0
2025-04-03,T-Mobile FWA,WOW!,10.0,100.0
2025-04-03,Ziply Fiber,Spectrum,10.0,100.0
2025-04-03,Frontier,Starlink,10.0,100.0
2025-04-03,Spectrum,Cable One,10.0,100.0
2025-04-04,Spectrum,Comcast,383.6666666666667,100.00000000000001
2025-04-04,T-Mobile FWA,Comcast,335.0,100.0
2025-04-04,Comcast,Spectrum,306.66666666666663,100.0
2025-04-04,T-Mobile FWA,Spectrum,282.0,100.0
2025-04-04,AT&T,Comcast,274.6666666666667,100.0
2025-04-04,AT&T,Spectrum,263.0,100.0
2025-04-04,Spectrum,AT&T,259.66666666666663,100.0
2025-04-04,Comcast,AT&T,250.33333333333334,100.0
2025-04-04,Verizon FWA,Spectrum,193.0,100.0
2025-04-04,Verizon FWA,Comcast,183.0,100.0
2025-04-04,Comcast,T-Mobile FWA,163.0,100.0
2025-04-04,Frontier,Spectrum,156.0,100.0
2025-04-04,Spectrum,T-Mobile FWA,136.66666666666666,100.0
2025-04-04,T-Mobile FWA,AT&T,125.0,100.0
2025-04-04,Spectrum,Frontier,116.0,100.0
2025-04-04,Verizon,Comcast,115.33333333333333,100.0
2025-04-04,Frontier,Comcast,109.33333333333333,100.0
2025-04-04,Comcast,Verizon,108.66666666666667,100.0
2025-04-04,Spectrum,Cox Communications,99.33333333333333,99.99999999999999
2025-04-04,Comcast,Cox Communications,95.0,100.0
2025-04-04,Comcast,CenturyLink,91.0,100.0
2025-04-04,CenturyLink,Comcast,88.99999999999999,100.0
2025-04-04,Spectrum,Verizon FWA,86.0,100.0
2025-04-04,T-Mobile FWA,Cox Communications,76.0,100.0
2025-04-04,Comcast,Frontier,67.33333333333333,100.0
2025-04-04,Comcast,Verizon FWA,65.0,100.0
2025-04-04,Verizon FWA,AT&T,63.0,100.0
2025-04-04,Cox Communications,Spectrum,62.666666666666664,100.0
2025-04-04,Spectrum,Altice,62.33333333333333,100.0
2025-04-04,Spectrum,CenturyLink,62.0,100.0
2025-04-04,Verizon,Spectrum,57.666666666666664,100.0
2025-04-04,Cox Communications,Comcast,57.666666666666664,100.0
2025-04-04,AT&T,Cox Communications,55.0,100.0
2025-04-04,Brightspeed,Spectrum,54.0,100.0
2025-04-04,Altice,Comcast,52.666666666666664,100.0
2025-04-04,Spectrum,Verizon,52.0,100.0
2025-04-04,AT&T,T-Mobile FWA,52.0,100.0
2025-04-04,T-Mobile FWA,Altice,51.333333333333336,100.00000000000001
2025-04-04,Cox Communications,AT&T,50.0,100.0
2025-04-04,Windstream,Spectrum,49.0,100.0
2025-04-04,T-Mobile FWA,Verizon,48.0,100.0
2025-04-04,Comcast,Altice,47.0,100.0
2025-04-04,CenturyLink,Cox Communications,43.0,100.0
2025-04-04,Altice,Spectrum,41.666666666666664,99.99999999999999
2025-04-04,Verizon FWA,Cox Communications,41.0,100.0
2025-04-04,CenturyLink,Spectrum,40.333333333333336,100.0
2025-04-04,Spectrum,Windstream,37.0,100.0
2025-04-04,Frontier,Altice,37.0,100.0
2025-04-04,Comcast,Hotwire Fision,36.0,100.0
2025-04-04,T-Mobile FWA,Verizon FWA,34.0,100.0
2025-04-04,Spectrum,Brightspeed,33.0,100.0
2025-04-04,Verizon FWA,T-Mobile FWA,33.0,100.0
2025-04-04,Cox Communications,T-Mobile FWA,31.0,100.0
2025-04-04,Verizon,Altice,31.0,100.0
2025-04-04,TDS Telecom,Spectrum,29.0,100.0
2025-04-04,T-Mobile FWA,Frontier,29.0,100.0
2025-04-04,T-Mobile FWA,CenturyLink,29.0,100.0
2025-04-04,Spectrum,Starlink,28.0,100.0
2025-04-04,Comcast,Starlink,27.0,100.0
2025-04-04,Starlink,Comcast,27.0,100.0
2025-04-04,Comcast,Atlantic Broadband,27.0,100.0
2025-04-04,Consolidated,Comcast,26.0,100.0
2025-04-04,AT&T,Frontier,26.0,100.0
2025-04-04,Google Fiber,Spectrum,26.0,100.0
2025-04-04,AT&T,Verizon FWA,26.0,100.0
2025-04-04,Cincinnati Bell,Spectrum,26.0,100.0
2025-04-04,Verizon FWA,Altice,25.0,100.0
2025-04-04,Altice,T-Mobile FWA,25.0,100.0
2025-04-04,Astound Broadband,Comcast,25.0,100.0
2025-04-04,Verizon,AT&T,25.0,100.0
2025-04-04,Brightspeed,Comcast,24.0,100.0
2025-04-04,Comcast,Ziply Fiber,24.0,100.0
2025-04-04,AT&T,Altice,23.0,100.0
2025-04-04,Verizon,T-Mobile FWA,23.0,100.0
2025-04-04,Metronet,Comcast,23.0,100.0
2025-04-04,Starlink,Spectrum,23.0,100.0
2025-04-04,Comcast,Consolidated,23.0,100.0
2025-04-04,Spectrum,Hotwire Fision,23.0,100.0
2025-04-04,WOW!,Spectrum,22.0,100.0
2025-04-04,Hotwire Fision,Comcast,22.0,100.0
2025-04-04,Spectrum,Google Fiber,22.0,100.0
2025-04-04,Windstream,Comcast,21.0,100.0
2025-04-04,Altice,AT&T,21.0,100.0
2025-04-04,Comcast,Astound Broadband,21.0,100.0
2025-04-04,Comcast,Windstream,21.0,100.0
2025-04-04,Mediacom,Spectrum,21.0,100.0
2025-04-04,Spectrum,Cable One,20.0,100.0
2025-04-04,T-Mobile FWA,Brightspeed,20.0,100.0
2025-04-04,Verizon,Cox Communications,19.0,100.0
2025-04-04,Cox Communications,CenturyLink,19.0,100.0
2025-04-04,Mediacom,Comcast,18.0,100.0
2025-04-04,Metronet,Spectrum,18.0,100.0
2025-04-04,Altice,Verizon,18.0,100.0
2025-04-04,Cable One,Comcast,18.0,100.0
2025-04-04,Atlantic Broadband,Comcast,18.0,100.0
2025-04-04,Consolidated,Spectrum,18.0,100.0
2025-04-04,Spectrum,Astound Broadband,18.0,100.0
2025-04-04,Comcast,WOW!,17.0,100.0
2025-04-04,Spectrum,Mediacom,17.0,100.0
2025-04-04,T-Mobile FWA,Windstream,17.0,100.0
2025-04-04,Altice,Frontier,17.0,100.0
2025-04-04,Verizon FWA,Frontier,17.0,100.0
2025-04-04,Midcontinent,Spectrum,17.0,100.0
2025-04-04,Comcast,Cable One,16.0,100.0
2025-04-04,Cable One,Spectrum,16.0,100.0
2025-04-04,WOW!,Comcast,15.333333333333332,100.0
2025-04-04,Verizon FWA,Brightspeed,15.0,100.0
2025-04-04,Google Fiber,AT&T,15.0,100.0
2025-04-04,Verizon FWA,Verizon,15.0,100.0
2025-04-04,T-Mobile FWA,Mediacom,15.0,100.0
2025-04-04,Comcast,Mediacom,15.0,100.0
2025-04-04,Frontier,AT&T,15.0,100.0
2025-04-04,Spectrum,Hughes,15.0,100.0
2025-04-04,Verizon FWA,CenturyLink,15.0,100.0
2025-04-04,Spectrum,Cincinnati Bell,15.0,100.0
2025-04-04,AT&T,Hotwire Fision,14.0,100.0
2025-04-04,T-Mobile FWA,Cable One,14.0,100.0
2025-04-04,AT&T,Verizon,14.0,100.0
2025-04-04,AT&T,CenturyLink,14.0,100.0
2025-04-04,Spectrum,Consolidated,14.0,100.0
2025-04-04,Spectrum,TDS Telecom,14.0,100.0
2025-04-04,Cox Communications,Verizon,13.0,100.0
2025-04-04,Ziply Fiber,Spectrum,13.0,100.0
2025-04-04,Shentel,Comcast,13.0,100.0
2025-04-04,Windstream,AT&T,13.0,100.0
2025-04-04,Armstrong,Spectrum,13.0,100.0
2025-04-04,Spectrum,Metronet,13.0,100.0
2025-04-04,Verizon FWA,Cable One,13.0,100.0
2025-04-04,Spectrum,Atlantic Broadband,13.0,100.0
2025-04-04,Spectrum,Horry,12.0,100.0
2025-04-04,Comcast,Brightspeed,12.0,100.0
2025-04-04,Astound Broadband,Spectrum,12.0,100.0
2025-04-04,Metronet,Mediacom,12.0,100.0
2025-04-04,Lumos,Spectrum,12.0,100.0
2025-04-04,Comcast,Google Fiber,12.0,100.0
2025-04-04,TDS Telecom,Comcast,12.0,100.0
2025-04-04,Brightspeed,T-Mobile FWA,12.0,100.0
2025-04-04,Cox Communications,Frontier,12.0,100.0
2025-04-04,Verizon,Hotwire Fision,11.666666666666666,99.99999999999999
2025-04-04,Spectrum,WOW!,11.0,100.0
2025-04-04,Frontier,T-Mobile FWA,11.0,100.0
2025-04-04,CenturyLink,T-Mobile FWA,11.0,100.0
2025-04-04,Cable One,AT&T,11.0,100.0
2025-04-04,Google Fiber,Comcast,11.0,100.0
2025-04-04,T-Mobile FWA,Astound Broadband,11.0,100.0
2025-04-04,Windstream,T-Mobile FWA,11.0,100.0
2025-04-04,Frontier,Cox Communications,10.0,100.0
2025-04-04,CenturyLink,Altice,10.0,100.0
2025-04-04,Verizon FWA,Astound Broadband,10.0,100.0
2025-04-04,Starlink,Brightspeed,10.0,100.0
2025-04-04,Verizon,Atlantic Broadband,10.0,100.0
2025-04-04,Starlink,Cox Communications,10.0,100.0
2025-04-04,Verizon,Frontier,10.0,100.0
2025-04-04,Hughes,Spectrum,10.0,100.0
2025-04-04,Mediacom,AT&T,10.0,100.0
2025-04-05,Spectrum,Comcast,622.3333333333334,100.0
2025-04-05,Comcast,Spectrum,542.3333333333333,100.0
2025-04-05,T-Mobile FWA,Comcast,517.6666666666667,100.0
2025-04-05,AT&T,Comcast,503.3333333333333,100.0
2025-04-05,Spectrum,AT&T,470.6666666666667,100.0
2025-04-05,Comcast,AT&T,448.0,100.0
2025-04-05,AT&T,Spectrum,447.66666666666663,100.0
2025-04-05,T-Mobile FWA,Spectrum,447.00000000000006,100.0
2025-04-05,Verizon FWA,Spectrum,354.3333333333333,99.99999999999999
2025-04-05,Verizon FWA,Comcast,305.33333333333337,100.0
2025-04-05,Frontier,Spectrum,279.33333333333337,100.0
2025-04-05,Comcast,T-Mobile FWA,260.0,100.0
2025-04-05,Spectrum,T-Mobile FWA,249.00000000000003,100.0
2025-04-05,Verizon,Comcast,231.33333333333331,100.0
2025-04-05,Spectrum,Frontier,223.66666666666666,100.0
2025-04-05,T-Mobile FWA,AT&T,183.0,100.0
2025-04-05,Frontier,Comcast,172.0,100.0
2025-04-05,Spectrum,Verizon FWA,169.0,100.0
2025-04-05,Comcast,Verizon,156.33333333333334,100.0
2025-04-05,Spectrum,Cox Communications,153.0,100.0
2025-04-05,Comcast,Cox Communications,147.66666666666666,100.0
2025-04-05,Comcast,CenturyLink,141.33333333333334,100.0
2025-04-05,CenturyLink,Comcast,131.33333333333334,100.0
2025-04-05,Comcast,Frontier,124.33333333333334,100.0
2025-04-05,T-Mobile FWA,Cox Communications,123.66666666666667,100.0
2025-04-05,Comcast,Verizon FWA,121.0,100.0
2025-04-05,AT&T,Cox Communications,117.0,100.0
2025-04-05,Verizon FWA,AT&T,115.0,100.0
2025-04-05,Spectrum,CenturyLink,114.66666666666667,100.0
2025-04-05,AT&T,T-Mobile FWA,106.33333333333333,100.0
2025-04-05,Cox Communications,Spectrum,106.0,100.0
2025-04-05,Verizon,Spectrum,103.66666666666667,100.00000000000001
2025-04-05,Altice,Comcast,95.0,100.0
2025-04-05,Cox Communications,Comcast,90.66666666666666,100.0
2025-04-05,Spectrum,Verizon,90.0,100.0
2025-04-05,Comcast,Altice,88.33333333333333,99.99999999999999
2025-04-05,Spectrum,Altice,85.66666666666667,100.00000000000001
2025-04-05,Verizon FWA,Cox Communications,77.33333333333333,100.0
2025-04-05,Spectrum,Windstream,75.33333333333333,100.0
2025-04-05,Spectrum,Brightspeed,75.0,100.0
2025-04-05,Cox Communications,AT&T,74.66666666666667,100.0
2025-04-05,T-Mobile FWA,Verizon,72.0,100.0
2025-04-05,Windstream,Spectrum,70.0,100.0
2025-04-05,Brightspeed,Spectrum,68.0,100.0
2025-04-05,T-Mobile FWA,Altice,67.0,100.0
2025-04-05,CenturyLink,Spectrum,60.66666666666667,100.0
2025-04-05,Altice,Verizon,59.0,100.0
2025-04-05,Altice,Spectrum,58.666666666666664,100.0
2025-04-05,T-Mobile FWA,Frontier,58.0,100.0
2025-04-05,T-Mobile FWA,CenturyLink,56.0,100.0
2025-04-05,CenturyLink,Cox Communications,56.0,100.0
2025-04-05,Spectrum,Starlink,54.0,100.0
2025-04-05,Altice,AT&T,53.666666666666664,100.0
2025-04-05,Comcast,Hotwire Fision,53.0,100.0
2025-04-05,AT&T,Altice,52.0,100.0
2025-04-05,Google Fiber,Spectrum,51.666666666666664,99.99999999999999
2025-04-05,TDS Telecom,Spectrum,49.0,100.0
2025-04-05,Windstream,Comcast,49.0,100.0
2025-04-05,Verizon,Altice,49.0,100.0
2025-04-05,Mediacom,Comcast,48.0,100.0
2025-04-05,Astound Broadband,Comcast,48.0,100.0
2025-04-05,Starlink,Spectrum,46.0,100.0
2025-04-05,Verizon FWA,Altice,46.0,100.0
2025-04-05,Cox Communications,CenturyLink,46.0,100.0
2025-04-05,Cox Communications,T-Mobile FWA,45.666666666666664,99.99999999999999
2025-04-05,Mediacom,Spectrum,45.0,100.0
2025-04-05,AT&T,Frontier,44.0,100.0
2025-04-05,Verizon FWA,Windstream,43.0,100.0
2025-04-05,Comcast,Atlantic Broadband,43.0,100.0
2025-04-05,Comcast,Cable One,42.0,100.0
2025-04-05,Brightspeed,Comcast,42.0,100.0
2025-04-05,Atlantic Broadband,Comcast,42.0,100.0
2025-04-05,Verizon FWA,T-Mobile FWA,42.0,100.0
2025-04-05,Starlink,Comcast,42.0,100.0
2025-04-05,Consolidated,Spectrum,41.666666666666664,99.99999999999999
2025-04-05,Metronet,Spectrum,41.333333333333336,100.00000000000001
2025-04-05,Comcast,Astound Broadband,41.0,100.0
2025-04-05,T-Mobile FWA,Verizon FWA,41.0,100.0
2025-04-05,T-Mobile FWA,Windstream,41.0,100.0
2025-04-05,Verizon FWA,CenturyLink,41.0,100.0
2025-04-05,Consolidated,Comcast,40.666666666666664,100.0
2025-04-05,Frontier,Altice,39.66666666666667,100.0
2025-04-05,Verizon FWA,Frontier,39.0,100.0
2025-04-05,Spectrum,Cable One,38.0,100.0
2025-04-05,Cable One,Spectrum,37.0,100.0
2025-04-05,AT&T,Verizon FWA,37.0,100.0
2025-04-05,Spectrum,Hotwire Fision,36.0,100.0
2025-04-05,Comcast,Windstream,36.0,100.0
2025-04-05,TDS Telecom,Comcast,36.0,100.0
2025-04-05,Comcast,Consolidated,35.0,100.0
2025-04-05,Verizon,AT&T,35.0,100.0
2025-04-05,Frontier,AT&T,34.666666666666664,100.0
2025-04-05,Altice,Frontier,34.0,100.0
2025-04-05,Altice,T-Mobile FWA,34.0,100.0
2025-04-05,WOW!,Spectrum,33.666666666666664,100.0
2025-04-05,Spectrum,Horry,33.0,100.0
2025-04-05,Verizon,Cox Communications,33.0,100.0
2025-04-05,Cincinnati Bell,Spectrum,32.66666666666667,100.0
2025-04-05,Google Fiber,Comcast,32.333333333333336,100.0
2025-04-05,Verizon FWA,Brightspeed,32.0,100.0
2025-04-05,Verizon,T-Mobile FWA,32.0,100.0
2025-04-05,Starlink,AT&T,31.0,100.0
2025-04-05,WOW!,Comcast,31.0,100.0
2025-04-05,Cable One,Comcast,31.0,100.0
2025-04-05,AT&T,Cable One,31.0,100.0
2025-04-05,Spectrum,Google Fiber,31.0,100.0
2025-04-05,Verizon FWA,Verizon,30.0,100.0
2025-04-05,Metronet,Comcast,30.0,100.0
2025-04-05,Spectrum,Cincinnati Bell,29.666666666666664,100.0
2025-04-05,T-Mobile FWA,Brightspeed,29.0,100.0
2025-04-05,Spectrum,Mediacom,29.0,100.0
2025-04-05,Google Fiber,AT&T,27.0,100.0
2025-04-05,Comcast,Mediacom,27.0,100.0
2025-04-05,Comcast,Starlink,27.0,100.0
2025-04-05,Hotwire Fision,Comcast,27.0,100.0
2025-04-05,AT&T,CenturyLink,27.0,100.0
2025-04-05,AT&T,Verizon,26.0,100.0
2025-04-05,Comcast,WOW!,26.0,100.0
2025-04-05,Comcast,Brightspeed,26.0,100.0
2025-04-05,Spectrum,Atlantic Broadband,26.0,100.0
2025-04-05,Frontier,Cox Communications,25.0,100.0
2025-04-05,Ziply Fiber,Comcast,24.666666666666664,100.0
2025-04-05,T-Mobile FWA,Astound Broadband,24.0,100.0
2025-04-05,Spectrum,WOW!,24.0,100.0
2025-04-05,Spectrum,TDS Telecom,24.0,100.0
2025-04-05,Verizon FWA,Cable One,24.0,100.0
2025-04-05,Lumos,Spectrum,24.0,100.0
2025-04-05,T-Mobile FWA,Cable One,23.0,100.0
2025-04-05,Comcast,Google Fiber,23.0,100.0
2025-04-05,Frontier,T-Mobile FWA,23.0,100.0
2025-04-05,CenturyLink,T-Mobile FWA,23.0,100.0
2025-04-05,Astound Broadband,Spectrum,23.0,100.0
2025-04-05,Verizon FWA,Mediacom,23.0,100.0
2025-04-05,Verizon,Frontier,22.0,100.0
2025-04-05,Mediacom,AT&T,22.0,100.0
2025-04-05,Armstrong,Spectrum,21.0,100.0
2025-04-05,Comcast,Ziply Fiber,21.0,100.0
2025-04-05,Spectrum,Consolidated,21.0,100.0
2025-04-05,Spectrum,Astound Broadband,21.0,100.0
2025-04-05,Ziply Fiber,Spectrum,20.0,100.0
2025-04-05,Cox Communications,Verizon FWA,20.0,100.0
2025-04-05,Verizon,Hotwire Fision,20.0,100.0
2025-04-05,Atlantic Broadband,Spectrum,19.333333333333332,100.0
2025-04-05,Comcast,Metronet,19.0,100.0
2025-04-05,T-Mobile FWA,Mediacom,19.0,100.0
2025-04-05,Altice,Verizon FWA,19.0,100.0
2025-04-05,Metronet,Mediacom,19.0,100.0
2025-04-05,AT&T,Windstream,19.0,100.0
2025-04-05,Cox Communications,Verizon,18.0,100.0
2025-04-05,Cable One,AT&T,18.0,100.0
2025-04-05,AT&T,Google Fiber,18.0,100.0
2025-04-05,Windstream,AT&T,18.0,100.0
2025-04-05,Cable One,CenturyLink,17.0,100.0
2025-04-05,Midcontinent,Cox Communications,17.0,100.0
2025-04-05,Comcast,TDS Telecom,17.0,100.0
2025-04-05,AT&T,Hotwire Fision,17.0,100.0
2025-04-05,Frontier,Cable One,17.0,100.0
2025-04-05,CenturyLink,Verizon FWA,16.0,100.0
2025-04-05,Starlink,Frontier,16.0,100.0
2025-04-05,AT&T,Mediacom,16.0,100.0
2025-04-05,T-Mobile FWA,Google Fiber,16.0,100.0
2025-04-05,Armstrong,Comcast,15.666666666666668,100.0
2025-04-05,Mediacom,Cox Communications,15.0,100.0
2025-04-05,Brightspeed,T-Mobile FWA,15.0,100.0
2025-04-05,Spectrum,Hughes,15.0,100.0
2025-04-05,Cox Communications,Cable One,15.0,100.0
2025-04-05,Service Electric,Comcast,14.333333333333332,100.0
2025-04-05,Brightspeed,Altice,14.0,100.0
2025-04-05,Altice,Brightspeed,14.0,100.0
2025-04-05,CenturyLink,Mediacom,14.0,100.0
2025-04-05,CenturyLink,Cable One,14.0,100.0
2025-04-05,Verizon,CenturyLink,14.0,100.0
2025-04-05,CenturyLink,Starlink,14.0,100.0
2025-04-05,Midcontinent,Spectrum,14.0,100.0
2025-04-05,Altice,Hotwire Fision,14.0,100.0
2025-04-05,Verizon FWA,Midcontinent,13.0,100.0
2025-04-05,T-Mobile FWA,Metronet,13.0,100.0
2025-04-05,C Spire Fiber,Comcast,13.0,100.0
2025-04-05,Consolidated,AT&T,13.0,100.0
